DateTime,grid_demand_mwh,system_margin,renewable_output_mwh,stack_marginal_cost
[30/10/2025 21:00],42520.3,8031.3,5561.1,35.07
[30/10/2025 22:00],43134.9,4279.1,4935.3,101.45
[30/10/2025 23:00],39150.3,6577.0,1932.1,48.12
[31/10/2025 00:00],37674.7,7711.5,4207.6,36.11
[31/10/2025 01:00],32448.5,6073.0,6847.3,42.18
[31/10/2025 02:00],45689.9,2062.0,1529.9,61.97
[31/10/2025 03:00],44197.1,6264.7,4315.3,108.61
[31/10/2025 04:00],35987.6,9865.0,6068.4,97.45
[31/10/2025 05:00],36272.9,3151.1,1920.9,55.67
[31/10/2025 06:00],44741.6,2071.0,7444.8,80.13
[31/10/2025 07:00],37562.2,5326.8,3700.8,83.43
[31/10/2025 08:00],40815.0,6395.8,4370.5,48.03
[31/10/2025 09:00],33499.7,4029.3,5308.9,85.19
[31/10/2025 10:00],36129.6,9299.8,7734.6,101.63
[31/10/2025 11:00],32712.5,2621.8,1885.1,91.72
[31/10/2025 12:00],42082.5,6610.3,876.4,97.74
[31/10/2025 13:00],46098.8,6191.0,2183.1,39.79
[31/10/2025 14:00],41373.7,3054.3,3878.1,88.37
[31/10/2025 15:00],42435.7,2190.6,7595.3,68.62
[31/10/2025 16:00],45418.5,9910.4,4945.3,36.4
[31/10/2025 17:00],31781.4,4477.1,7316.0,82.77
[31/10/2025 18:00],42336.3,3169.9,6571.1,96.49
[31/10/2025 19:00],38942.1,7839.3,1465.7,38.64
[31/10/2025 20:00],35035.4,4596.5,659.6,58.92
[31/10/2025 21:00],38386.9,3544.3,7366.4,65.0
[31/10/2025 22:00],46392.5,9700.8,7097.0,70.58
[31/10/2025 23:00],43142.7,7194.2,5595.5,96.37
[01/11/2025 00:00],30285.2,2452.9,5855.3,83.28
[01/11/2025 01:00],45014.7,4060.9,7320.7,71.61
[01/11/2025 02:00],34048.1,4690.2,5635.9,70.69
[01/11/2025 03:00],46887.2,6212.2,2063.2,56.42
[01/11/2025 04:00],43393.7,7801.1,4005.5,89.99
[01/11/2025 05:00],48256.1,5113.2,6376.0,43.38
[01/11/2025 06:00],45899.1,4724.9,6481.6,61.46
[01/11/2025 07:00],42211.8,2209.7,4335.6,77.93
[01/11/2025 08:00],35743.4,6496.3,5159.4,37.3
[01/11/2025 09:00],40586.5,9186.9,5202.0,55.0
[01/11/2025 10:00],41952.2,9486.2,5902.1,65.79
[01/11/2025 11:00],44679.6,9998.2,2215.4,66.59
[01/11/2025 12:00],35014.8,9725.6,5407.6,86.07
[01/11/2025 13:00],49429.1,5793.9,7027.0,62.25
[01/11/2025 14:00],30980.6,2021.9,7781.3,40.16
[01/11/2025 15:00],35005.4,4644.0,5516.0,81.81
[01/11/2025 16:00],41940.7,9945.7,3375.4,107.49
[01/11/2025 17:00],43149.3,2473.0,4385.1,41.32
[01/11/2025 18:00],30465.8,9688.7,7068.2,37.36
[01/11/2025 19:00],44368.4,9025.2,2787.9,99.13
[01/11/2025 20:00],42974.1,5704.8,6034.7,36.83
[01/11/2025 21:00],45105.3,5350.6,5908.9,55.79
[01/11/2025 22:00],30954.1,3141.6,3678.9,109.17
[01/11/2025 23:00],31611.9,6220.9,7850.7,37.8
[02/11/2025 00:00],42239.3,4425.7,2661.4,68.49
[02/11/2025 01:00],35626.4,6409.2,1820.1,47.65
[02/11/2025 02:00],39571.5,2534.6,3180.9,46.41
[02/11/2025 03:00],37254.6,8894.8,968.6,66.99
[02/11/2025 04:00],45310.5,9980.8,6329.4,44.88
[02/11/2025 05:00],38776.9,6322.0,686.4,101.77
[02/11/2025 06:00],47121.0,4059.9,1913.0,36.4
[02/11/2025 07:00],37402.3,2566.7,6060.9,52.11
[02/11/2025 08:00],42028.9,8083.8,3443.1,88.32
[02/11/2025 09:00],41087.0,3006.0,3502.1,71.21
[02/11/2025 10:00],49781.8,7499.7,3782.9,90.04
[02/11/2025 11:00],38540.6,6507.9,1637.1,74.08
[02/11/2025 12:00],36235.5,7958.5,1312.2,76.57
[02/11/2025 13:00],45388.6,6579.4,5125.6,61.55
[02/11/2025 14:00],49554.5,9829.5,6836.4,72.85
[02/11/2025 15:00],49029.3,4854.5,7819.7,46.96
[02/11/2025 16:00],40107.8,8799.2,5890.1,54.32
[02/11/2025 17:00],47568.5,2138.0,2498.5,89.91
[02/11/2025 18:00],47517.1,3556.1,2632.1,58.99
[02/11/2025 19:00],42172.2,6143.1,3732.5,78.55
[02/11/2025 20:00],32958.4,8372.9,3003.4,69.95
[02/11/2025 21:00],35258.2,4951.2,3290.2,108.7
[02/11/2025 22:00],48190.5,9437.2,2455.0,41.21
[02/11/2025 23:00],33131.6,2325.4,7463.1,85.53
[03/11/2025 00:00],36739.4,5007.6,6300.7,38.19
[03/11/2025 01:00],34540.8,9630.2,4083.9,89.83
[03/11/2025 02:00],47641.9,2197.9,6858.8,59.83
[03/11/2025 03:00],46370.4,3428.9,5759.2,49.15
[03/11/2025 04:00],32390.5,4238.2,5604.4,47.65
[03/11/2025 05:00],33250.6,3427.2,797.2,93.03
[03/11/2025 06:00],48457.6,3787.5,4898.9,53.17
[03/11/2025 07:00],41777.2,8465.8,4309.5,67.58
[03/11/2025 08:00],36413.1,4335.9,6056.0,99.94
[03/11/2025 09:00],35585.5,6056.3,1158.5,58.19
[03/11/2025 10:00],42428.5,4098.0,1927.4,38.82
[03/11/2025 11:00],45250.3,2509.3,3290.8,62.24
[03/11/2025 12:00],40310.5,2748.7,2109.1,69.77
[03/11/2025 13:00],40106.6,9448.4,6692.2,96.64
[03/11/2025 14:00],37648.6,3323.6,5359.1,71.67
[03/11/2025 15:00],32554.9,8503.5,5707.4,104.37
[03/11/2025 16:00],49847.0,5234.7,7757.3,76.74
[03/11/2025 17:00],42995.5,6100.8,7658.7,60.12
[03/11/2025 18:00],49934.1,8227.4,944.0,48.18
[03/11/2025 19:00],31047.0,8650.5,6091.0,103.92
[03/11/2025 20:00],45928.7,3545.9,4776.2,105.72
[03/11/2025 21:00],34401.8,8556.6,3631.8,52.34
[03/11/2025 22:00],36016.4,9608.3,2177.1,35.41
[03/11/2025 23:00],30796.6,4675.9,3557.7,79.64
[04/11/2025 00:00],37941.9,8084.8,6461.9,101.66
[04/11/2025 01:00],48168.6,5512.8,2197.6,61.31
[04/11/2025 02:00],34446.6,9819.6,7249.9,97.96
[04/11/2025 03:00],41168.7,8768.6,5446.4,84.52
[04/11/2025 04:00],31154.5,9118.9,2711.3,79.11
[04/11/2025 05:00],41000.1,5849.6,6184.2,100.03
[04/11/2025 06:00],44549.3,6733.5,1510.0,103.77
[04/11/2025 07:00],32531.3,9715.6,6070.2,103.33
[04/11/2025 08:00],36714.9,4573.7,1259.9,101.77
[04/11/2025 09:00],38374.2,5629.4,4810.7,41.12
[04/11/2025 10:00],46152.7,5078.0,3013.2,74.43
[04/11/2025 11:00],31436.4,8466.1,4004.7,95.16
[04/11/2025 12:00],39441.7,5099.6,6699.9,51.0
[04/11/2025 13:00],34012.1,6387.4,6413.9,97.87
[04/11/2025 14:00],41266.3,5670.5,1299.9,105.66
[04/11/2025 15:00],43157.9,9626.7,3047.3,43.7
[04/11/2025 16:00],40402.4,2028.0,5005.4,87.92
[04/11/2025 17:00],30811.2,2329.1,4635.9,55.58
[04/11/2025 18:00],32743.4,9141.8,7797.3,60.74
[04/11/2025 19:00],46458.6,9792.5,1140.9,59.33
[04/11/2025 20:00],48442.0,8070.0,1808.3,101.85
[04/11/2025 21:00],46473.6,6648.4,6162.3,60.49
[04/11/2025 22:00],38287.6,7573.7,6593.9,70.85
[04/11/2025 23:00],38053.0,2096.2,4828.3,62.73
[05/11/2025 00:00],43833.4,8395.8,3677.3,37.97
[05/11/2025 01:00],47162.4,4168.4,3893.2,50.92
[05/11/2025 02:00],32316.4,5930.3,2687.3,37.41
[05/11/2025 03:00],37350.6,3473.0,6955.0,53.07
[05/11/2025 04:00],33102.4,8624.5,2765.2,69.52
[05/11/2025 05:00],47122.1,3578.0,6980.5,75.68
[05/11/2025 06:00],31520.2,5973.2,7127.5,106.65
[05/11/2025 07:00],44835.6,8501.2,640.2,65.69
[05/11/2025 08:00],38897.6,5497.7,947.2,76.26
[05/11/2025 09:00],39064.5,6199.7,3972.0,69.5
[05/11/2025 10:00],31550.0,6370.3,7840.1,37.68
[05/11/2025 11:00],49994.2,8659.5,6517.3,109.42
[05/11/2025 12:00],47938.7,8638.0,7153.4,74.95
[05/11/2025 13:00],46859.4,6973.4,6112.7,94.73
[05/11/2025 14:00],41305.4,7597.2,2368.3,52.99
[05/11/2025 15:00],40789.7,7394.0,2173.4,70.88
[05/11/2025 16:00],41157.5,7037.0,1407.3,70.5
[05/11/2025 17:00],47525.0,7123.3,4814.3,82.14
[05/11/2025 18:00],46444.3,7278.5,2368.2,80.06
[05/11/2025 19:00],40559.9,3231.6,2306.5,104.86
[05/11/2025 20:00],35530.2,2882.1,3939.1,70.97
[05/11/2025 21:00],40177.6,4564.1,4458.5,62.4
[05/11/2025 22:00],36285.0,6456.8,5686.8,35.05
[05/11/2025 23:00],41832.2,3946.6,3068.8,42.82
[06/11/2025 00:00],34821.0,4778.8,3105.0,80.46
[06/11/2025 01:00],37526.2,9795.8,1223.0,60.97
[06/11/2025 02:00],31518.1,9461.4,7367.6,56.3
[06/11/2025 03:00],48726.2,5377.5,2805.4,103.48
[06/11/2025 04:00],43261.4,7151.7,3551.5,60.06
[06/11/2025 05:00],40284.5,9224.7,4731.5,54.58
[06/11/2025 06:00],37366.9,3810.2,7292.6,50.16
[06/11/2025 07:00],42040.2,7556.9,2548.1,63.31
[06/11/2025 08:00],34683.0,8643.5,2559.0,44.55
[06/11/2025 09:00],34474.5,8505.0,3263.0,80.72
[06/11/2025 10:00],31924.8,3116.3,759.2,58.02
[06/11/2025 11:00],47446.5,4684.4,7845.2,95.45
[06/11/2025 12:00],38333.8,7395.5,2031.0,71.7
[06/11/2025 13:00],48270.9,5365.7,5064.6,96.72
[06/11/2025 14:00],37244.1,2164.1,5184.0,95.96
[06/11/2025 15:00],34514.3,9685.2,5480.4,51.34
[06/11/2025 16:00],30498.9,6488.2,5680.6,90.43
[06/11/2025 17:00],47559.6,3564.3,4497.3,103.11
[06/11/2025 18:00],35846.2,4124.4,6838.3,71.21
[06/11/2025 19:00],31463.7,9071.5,5701.4,55.1
[06/11/2025 20:00],49969.3,9186.0,6059.0,96.78
[06/11/2025 21:00],48553.8,6015.9,5324.3,98.54
[06/11/2025 22:00],36091.1,4890.2,5268.4,40.21
[06/11/2025 23:00],44617.5,9031.0,3609.7,62.86
[07/11/2025 00:00],33774.2,4803.4,7516.1,61.73
[07/11/2025 01:00],41580.4,5651.1,3807.3,66.9
[07/11/2025 02:00],36388.5,2163.2,4436.5,93.83
[07/11/2025 03:00],46219.4,3938.0,7018.1,93.21
[07/11/2025 04:00],46806.3,6461.3,5592.3,94.36
[07/11/2025 05:00],36853.8,4943.5,7378.0,88.13
[07/11/2025 06:00],30381.5,3397.8,7724.5,85.13
[07/11/2025 07:00],44987.1,6412.1,5766.5,78.35
[07/11/2025 08:00],39892.5,3148.1,2782.9,54.43
[07/11/2025 09:00],47288.6,5109.2,1242.2,93.43
[07/11/2025 10:00],31235.0,3711.8,1339.8,56.81
[07/11/2025 11:00],45121.4,9727.1,4416.3,50.27
[07/11/2025 12:00],49332.5,5091.9,1258.7,103.18
[07/11/2025 13:00],33377.5,8129.0,7136.0,78.42
[07/11/2025 14:00],49999.3,3036.3,3724.6,99.26
[07/11/2025 15:00],33776.7,7089.3,532.0,45.31
[07/11/2025 16:00],39363.4,8445.3,4814.0,48.68
[07/11/2025 17:00],44672.6,2906.2,1898.9,98.53
[07/11/2025 18:00],31831.1,6275.7,7055.6,62.27
[07/11/2025 19:00],35991.6,6383.5,6189.1,98.85
[07/11/2025 20:00],34574.0,8833.1,960.8,102.1
[07/11/2025 21:00],42693.6,3577.5,2206.6,41.64
[07/11/2025 22:00],37035.7,3952.3,5148.4,95.77
[07/11/2025 23:00],48330.0,6913.6,6266.4,61.74
[08/11/2025 00:00],30973.1,4931.1,1357.7,69.21
[08/11/2025 01:00],30980.6,3121.9,4575.5,100.39
[08/11/2025 02:00],36022.8,5627.8,7035.3,83.1
[08/11/2025 03:00],35188.4,2935.8,6323.3,72.85
[08/11/2025 04:00],40331.7,2344.8,5912.2,90.73
[08/11/2025 05:00],37359.6,8316.5,4635.9,37.13
[08/11/2025 06:00],38601.5,7427.9,7993.8,70.21
[08/11/2025 07:00],42947.9,4493.1,6044.6,61.99
[08/11/2025 08:00],38455.9,4391.3,6246.3,89.41
[08/11/2025 09:00],34507.5,9106.1,1359.3,60.26
[08/11/2025 10:00],32141.9,8707.7,798.2,54.18
[08/11/2025 11:00],33492.6,9030.8,6099.5,85.23
[08/11/2025 12:00],45181.4,5161.5,2318.1,107.53
[08/11/2025 13:00],40675.6,8140.0,3910.7,73.38
[08/11/2025 14:00],44988.2,8763.9,6472.8,96.93
[08/11/2025 15:00],40426.3,8615.6,3752.1,86.04
[08/11/2025 16:00],30189.0,2872.9,2766.9,91.1
[08/11/2025 17:00],48247.0,6736.7,844.2,93.97
[08/11/2025 18:00],42490.1,7537.9,3114.0,79.08
[08/11/2025 19:00],48953.2,8503.1,2893.4,70.16
[08/11/2025 20:00],30774.4,6816.0,1363.6,48.79
[08/11/2025 21:00],31359.1,7956.0,532.8,64.87
[08/11/2025 22:00],47859.9,3480.7,2790.8,73.59
[08/11/2025 23:00],39550.9,9245.6,2252.6,80.69
[09/11/2025 00:00],34052.6,9276.9,5248.9,81.85
[09/11/2025 01:00],44614.8,7347.2,3832.8,89.32
[09/11/2025 02:00],41598.5,2130.9,2620.5,53.09
[09/11/2025 03:00],33685.6,6397.7,7848.6,49.52
[09/11/2025 04:00],41229.1,7427.0,3166.0,42.52
[09/11/2025 05:00],36533.2,8121.3,4099.0,41.42
[09/11/2025 06:00],48516.1,6523.9,3274.9,83.7
[09/11/2025 07:00],30880.3,8388.2,1503.2,74.45
[09/11/2025 08:00],47329.1,2393.7,4496.3,76.44
[09/11/2025 09:00],42607.1,9736.6,4557.8,48.87
[09/11/2025 10:00],30112.9,6482.7,7241.6,84.13
[09/11/2025 11:00],32551.4,5319.5,6357.5,44.98
[09/11/2025 12:00],49061.9,6293.1,5437.4,42.42
[09/11/2025 13:00],35443.7,3115.7,4423.3,35.57
[09/11/2025 14:00],35050.1,2649.6,3174.9,37.01
[09/11/2025 15:00],46253.0,4588.0,4447.0,55.46
[09/11/2025 16:00],32272.6,5722.4,1158.7,41.53
[09/11/2025 17:00],44768.6,5800.6,6508.0,39.8
[09/11/2025 18:00],33824.5,9044.2,7424.8,38.77
[09/11/2025 19:00],37539.4,6969.4,847.7,42.71
[09/11/2025 20:00],36730.1,5625.7,973.9,84.74
[09/11/2025 21:00],32352.3,9843.9,3425.4,39.6
[09/11/2025 22:00],44233.7,5818.8,3759.2,35.58
[09/11/2025 23:00],49283.5,6916.7,1219.8,98.19
[10/11/2025 00:00],35003.5,3198.7,3230.5,95.95
[10/11/2025 01:00],48422.0,4906.2,3295.7,58.52
[10/11/2025 02:00],48277.6,4772.7,2466.0,100.1
[10/11/2025 03:00],41481.9,5858.8,821.4,46.57
[10/11/2025 04:00],30969.2,6400.6,3121.1,55.7
[10/11/2025 05:00],49675.5,6499.6,4783.5,77.29
[10/11/2025 06:00],37067.3,6685.8,1211.1,58.79
[10/11/2025 07:00],36662.9,5900.6,6647.6,94.73
[10/11/2025 08:00],31215.6,7373.2,4241.4,43.46
[10/11/2025 09:00],33438.7,7507.9,7160.8,51.53
[10/11/2025 10:00],32575.6,6941.0,2025.4,55.6
[10/11/2025 11:00],35270.3,9567.8,7369.3,92.67
[10/11/2025 12:00],32235.8,6920.9,3069.0,46.26
[10/11/2025 13:00],34224.8,3244.6,6599.0,38.89
[10/11/2025 14:00],32763.6,5239.7,3108.0,103.82
[10/11/2025 15:00],31229.3,8412.8,2276.4,82.35
[10/11/2025 16:00],49041.5,8673.7,5397.5,94.79
[10/11/2025 17:00],48670.2,9571.3,5214.4,81.53
[10/11/2025 18:00],44204.8,2117.8,4188.9,43.3
[10/11/2025 19:00],33031.2,8238.6,2293.8,99.6
[10/11/2025 20:00],36071.1,8334.2,4686.1,95.92
[10/11/2025 21:00],32310.4,5085.9,623.0,71.91
[10/11/2025 22:00],39328.1,6919.7,3885.3,66.59
[10/11/2025 23:00],36819.7,8747.8,5965.3,100.12
[11/11/2025 00:00],48413.0,7961.9,2811.4,80.36
[11/11/2025 01:00],40696.3,8259.8,6319.1,85.9
[11/11/2025 02:00],42574.5,9198.8,1337.7,98.52
[11/11/2025 03:00],48116.5,5610.0,5457.1,104.06
[11/11/2025 04:00],45091.8,4818.4,5517.6,97.24
[11/11/2025 05:00],40498.0,9914.0,724.6,39.88
[11/11/2025 06:00],35772.5,8748.5,3862.4,67.36
[11/11/2025 07:00],44639.1,6430.6,3296.5,109.32
[11/11/2025 08:00],45958.6,7822.8,6632.1,72.42
[11/11/2025 09:00],33290.6,5436.6,7060.4,46.34
[11/11/2025 10:00],49321.9,8744.8,1852.8,80.19
[11/11/2025 11:00],34555.0,8376.5,1667.6,43.4
[11/11/2025 12:00],45109.0,2614.8,6179.5,49.37
[11/11/2025 13:00],41687.5,7991.7,4520.6,48.19
[11/11/2025 14:00],47938.5,9123.1,5800.1,55.73
[11/11/2025 15:00],37346.3,4737.3,7401.4,98.87
[11/11/2025 16:00],33208.2,8299.8,3918.5,75.22
[11/11/2025 17:00],35613.7,9809.2,6105.6,90.43
[11/11/2025 18:00],31903.3,7147.3,3947.5,90.74
[11/11/2025 19:00],44504.7,9528.8,4758.7,80.25
[11/11/2025 20:00],47884.7,4779.4,5031.5,100.38
[11/11/2025 21:00],33095.1,2116.7,1905.2,91.96
[11/11/2025 22:00],41231.1,9573.2,6207.3,49.42
[11/11/2025 23:00],45942.3,5791.1,2207.6,68.52
[12/11/2025 00:00],40040.8,3400.7,7169.9,43.51
[12/11/2025 01:00],43827.9,5479.6,2733.3,39.62
[12/11/2025 02:00],35402.8,4308.3,6642.3,63.53
[12/11/2025 03:00],36158.3,5084.8,4333.5,68.27
[12/11/2025 04:00],44462.4,7028.0,5563.3,73.24
[12/11/2025 05:00],31662.3,3783.3,7578.4,90.88
[12/11/2025 06:00],48723.9,7853.9,3772.7,106.73
[12/11/2025 07:00],40506.8,7307.6,727.4,61.89
[12/11/2025 08:00],39611.8,3827.6,1304.7,42.21
[12/11/2025 09:00],32795.7,3045.3,3504.2,37.61
[12/11/2025 10:00],49394.9,6367.4,6692.8,72.49
[12/11/2025 11:00],30678.8,5505.0,6849.8,85.76
[12/11/2025 12:00],44583.0,4968.5,1471.9,52.15
[12/11/2025 13:00],36660.5,9269.0,4004.7,72.08
[12/11/2025 14:00],49479.4,9733.8,5408.8,97.06
[12/11/2025 15:00],39353.1,8765.5,2044.8,69.22
[12/11/2025 16:00],44873.8,3402.5,6351.0,94.03
[12/11/2025 17:00],35990.4,2025.7,580.8,53.3
[12/11/2025 18:00],41858.9,8973.8,1144.5,82.52
[12/11/2025 19:00],36623.0,2373.6,2202.7,42.54
[12/11/2025 20:00],37887.7,4118.5,7260.9,69.01
[12/11/2025 21:00],47336.1,5582.6,5549.4,99.25
[12/11/2025 22:00],43698.3,2255.4,5656.7,40.21
[12/11/2025 23:00],34502.3,6946.5,1970.4,64.49
[13/11/2025 00:00],47285.4,7756.5,750.0,91.97
[13/11/2025 01:00],31083.0,5023.9,1011.0,87.7
[13/11/2025 02:00],38225.9,7468.1,6979.1,89.66
[13/11/2025 03:00],35517.7,7646.4,6773.3,80.61
[13/11/2025 04:00],32777.4,6566.7,3235.7,65.88
[13/11/2025 05:00],32637.2,4742.8,5130.1,98.79
[13/11/2025 06:00],36557.7,5627.7,4365.5,76.51
[13/11/2025 07:00],36567.6,4264.1,3534.0,86.63
[13/11/2025 08:00],48983.9,4144.8,3628.5,57.64
[13/11/2025 09:00],43264.1,6400.8,2199.8,72.94
[13/11/2025 10:00],48672.5,3763.5,1702.1,59.14
[13/11/2025 11:00],43483.9,7409.4,2493.0,38.78
[13/11/2025 12:00],37388.9,9335.4,7382.0,74.27
[13/11/2025 13:00],46660.2,9265.4,5201.9,106.84
[13/11/2025 14:00],34411.3,7854.5,3770.6,51.87
[13/11/2025 15:00],45785.2,3339.9,1690.4,73.6
[13/11/2025 16:00],32363.5,6213.6,5385.2,101.84
[13/11/2025 17:00],31919.4,5793.9,6176.7,63.88
[13/11/2025 18:00],43840.1,6760.5,3999.5,49.13
[13/11/2025 19:00],37188.2,7174.8,957.4,55.18
[13/11/2025 20:00],48769.4,5533.7,2344.5,45.28
[13/11/2025 21:00],33484.6,6273.7,5516.1,51.67
[13/11/2025 22:00],39873.3,3474.2,3482.7,108.96
[13/11/2025 23:00],45085.5,2947.6,6160.5,54.47
[14/11/2025 00:00],36498.4,3501.0,7275.7,86.97
[14/11/2025 01:00],38853.7,2862.7,2353.9,106.71
[14/11/2025 02:00],38167.2,5123.9,7157.6,50.55
[14/11/2025 03:00],38022.8,2764.1,2340.1,62.63
[14/11/2025 04:00],34600.1,6754.6,3584.9,103.61
[14/11/2025 05:00],47906.7,6421.8,4325.5,47.2
[14/11/2025 06:00],47762.9,7669.3,7914.6,86.76
[14/11/2025 07:00],47634.2,4814.0,2732.6,88.26
[14/11/2025 08:00],36699.7,4030.1,3905.8,43.48
[14/11/2025 09:00],39057.9,5007.6,5152.8,38.56
[14/11/2025 10:00],42527.5,6413.5,2531.5,56.89
[14/11/2025 11:00],41319.8,2285.7,4685.3,107.34
[14/11/2025 12:00],47213.3,9177.2,7417.5,48.99
[14/11/2025 13:00],38645.7,9722.5,1627.1,47.04
[14/11/2025 14:00],47271.9,7335.2,2457.8,106.65
[14/11/2025 15:00],44292.2,7566.8,5215.0,79.31
[14/11/2025 16:00],36764.0,6614.6,4826.7,80.13
[14/11/2025 17:00],40847.6,2682.1,6746.0,80.28
[14/11/2025 18:00],39881.8,5410.9,2358.6,37.63
[14/11/2025 19:00],38715.8,4764.0,3703.4,44.69
[14/11/2025 20:00],39406.2,7394.9,5631.0,93.45
[14/11/2025 21:00],31448.6,9912.4,6802.2,48.11
[14/11/2025 22:00],30848.8,7942.2,3420.1,99.24
[14/11/2025 23:00],43432.8,8815.1,4405.9,77.01
[15/11/2025 00:00],39887.3,7096.1,2667.8,85.98
[15/11/2025 01:00],49092.1,3345.9,2663.0,36.86
[15/11/2025 02:00],48187.2,6767.2,3985.2,82.82
[15/11/2025 03:00],33225.9,7228.8,3122.2,86.93
[15/11/2025 04:00],40402.9,6703.0,847.7,43.49
[15/11/2025 05:00],38874.5,3621.0,3364.1,94.24
[15/11/2025 06:00],36137.1,7594.0,874.2,107.8
[15/11/2025 07:00],40249.8,3296.8,7530.4,50.7
[15/11/2025 08:00],31558.7,9752.4,7211.3,63.18
[15/11/2025 09:00],40332.9,6132.3,6926.2,37.6
[15/11/2025 10:00],38708.8,6396.7,7214.8,58.75
[15/11/2025 11:00],43533.3,5739.3,2469.1,67.72
[15/11/2025 12:00],34090.9,6474.1,1798.0,74.2
[15/11/2025 13:00],38968.3,6344.3,4429.6,101.13
[15/11/2025 14:00],38245.3,7326.0,6694.6,40.51
[15/11/2025 15:00],30994.4,2632.7,2318.5,77.72
[15/11/2025 16:00],46910.3,8011.7,4844.0,71.55
[15/11/2025 17:00],30625.3,8330.1,787.9,52.57
[15/11/2025 18:00],49141.5,5864.7,2522.1,37.16
[15/11/2025 19:00],43696.7,3104.5,1360.8,66.84
[15/11/2025 20:00],41012.1,5393.6,7620.8,73.18
[15/11/2025 21:00],40733.0,4273.8,1362.6,72.87
[15/11/2025 22:00],36028.4,2496.8,7184.1,73.67
[15/11/2025 23:00],46854.7,3729.7,3227.9,68.22
[16/11/2025 00:00],32402.4,8563.4,3362.4,70.3
[16/11/2025 01:00],33219.9,6071.1,749.7,42.26
[16/11/2025 02:00],49804.9,7776.2,2159.7,35.61
[16/11/2025 03:00],39336.4,8322.5,7847.3,104.41
[16/11/2025 04:00],42739.7,4369.3,1730.0,107.61
[16/11/2025 05:00],46374.9,3141.0,7900.9,53.22
[16/11/2025 06:00],39202.8,8742.9,6882.2,76.87
[16/11/2025 07:00],40878.3,9363.0,7549.7,81.22
[16/11/2025 08:00],49128.3,3989.9,2211.1,84.09
[16/11/2025 09:00],47740.7,7265.5,2906.1,50.62
[16/11/2025 10:00],31756.2,8501.8,715.8,71.51
[16/11/2025 11:00],37122.0,9867.0,5904.0,72.51
[16/11/2025 12:00],46243.8,6997.7,7326.6,89.89
[16/11/2025 13:00],32045.3,9332.1,3589.5,69.14
[16/11/2025 14:00],46178.1,2329.9,4996.3,85.3
[16/11/2025 15:00],46085.9,2651.7,6554.0,104.32
[16/11/2025 16:00],43579.3,4751.5,2042.8,57.3
[16/11/2025 17:00],45570.3,9083.5,1652.1,103.97
[16/11/2025 18:00],30582.5,5874.2,1562.5,88.13
[16/11/2025 19:00],40804.1,7041.6,5138.5,44.13
[16/11/2025 20:00],31186.2,4270.3,2976.7,57.05
[16/11/2025 21:00],33226.4,2760.6,4173.7,89.55
[16/11/2025 22:00],44642.7,4066.9,7995.6,35.5
[16/11/2025 23:00],36731.0,4605.9,3987.8,44.25
[17/11/2025 00:00],47805.6,3721.3,5565.9,63.32
[17/11/2025 01:00],40740.1,9169.3,4153.2,74.51
[17/11/2025 02:00],33868.6,3994.6,2073.7,44.74
[17/11/2025 03:00],35725.6,5932.5,3293.8,70.56
[17/11/2025 04:00],40530.3,9339.8,6103.8,72.02
[17/11/2025 05:00],32426.4,4601.9,4911.4,99.59
[17/11/2025 06:00],42364.3,2579.4,932.8,86.34
[17/11/2025 07:00],37114.1,7997.7,2278.2,38.66
[17/11/2025 08:00],47744.6,7026.3,2005.7,64.71
[17/11/2025 09:00],45464.4,3575.5,2918.8,68.16
[17/11/2025 10:00],30249.2,9916.1,3330.5,93.63
[17/11/2025 11:00],32184.3,7668.0,2240.9,102.62
[17/11/2025 12:00],47010.3,4153.1,7427.9,61.67
[17/11/2025 13:00],37379.1,4409.2,5072.4,87.0
[17/11/2025 14:00],41059.3,3004.7,957.0,107.22
[17/11/2025 15:00],38956.8,9540.7,4774.4,103.7
[17/11/2025 16:00],38150.5,8540.4,6180.4,54.58
[17/11/2025 17:00],44814.8,7451.5,4949.6,73.89
[17/11/2025 18:00],37597.2,4871.3,2104.2,79.6
[17/11/2025 19:00],45597.7,4361.3,1739.2,54.6
[17/11/2025 20:00],32217.6,3859.0,1727.0,97.1
[17/11/2025 21:00],38721.8,8761.4,5383.9,75.01
[17/11/2025 22:00],47392.3,2544.9,1904.0,52.26
[17/11/2025 23:00],40305.4,4663.4,2986.1,78.94
[18/11/2025 00:00],33903.1,5463.4,6906.4,69.82
[18/11/2025 01:00],32627.3,3586.2,2067.6,90.07
[18/11/2025 02:00],36781.1,8347.9,6494.5,69.84
[18/11/2025 03:00],49538.1,7172.3,4074.3,107.86
[18/11/2025 04:00],35693.8,2882.8,3529.8,41.95
[18/11/2025 05:00],46356.0,3089.3,7350.8,35.29
[18/11/2025 06:00],44723.6,7610.0,1795.0,53.42
[18/11/2025 07:00],32505.3,6946.6,4413.6,106.03
[18/11/2025 08:00],47797.6,7672.3,2323.2,44.64
[18/11/2025 09:00],45775.1,5838.2,1041.5,93.76
[18/11/2025 10:00],42960.4,2488.3,7194.0,62.38
[18/11/2025 11:00],34145.6,4394.3,1667.0,73.11
[18/11/2025 12:00],48245.6,5998.6,2468.4,104.79
[18/11/2025 13:00],30622.6,7653.0,6139.7,51.75
[18/11/2025 14:00],39359.5,6411.3,6512.3,58.6
[18/11/2025 15:00],38982.9,6388.7,1183.9,90.1
