Date_WET,price_first_auction,price_second_auction,traded_volume_mwh,price_forecast
[13/10/2025 23:00],66.58,67.24,2119.6,45.61
[14/10/2025 00:00],87.54,65.05,2480.7,80.18
[14/10/2025 01:00],92.92,77.53,3598.8,67.21
[14/10/2025 02:00],47.77,49.83,2725.8,65.08
[14/10/2025 03:00],55.15,49.01,2137.3,51.36
[14/10/2025 04:00],55.76,87.2,3042.0,82.79
[14/10/2025 05:00],43.81,49.09,2107.9,70.73
[14/10/2025 06:00],83.05,97.87,4384.5,87.16
[14/10/2025 07:00],74.85,56.31,2651.9,43.61
[14/10/2025 08:00],79.99,54.54,5561.8,53.67
[14/10/2025 09:00],45.76,58.69,3698.0,40.63
[14/10/2025 10:00],51.36,73.33,4613.8,90.14
[14/10/2025 11:00],57.95,76.48,2078.4,53.11
[14/10/2025 12:00],50.2,79.13,3818.2,78.0
[14/10/2025 13:00],58.08,60.58,3474.7,77.71
[14/10/2025 14:00],54.01,61.45,5491.4,93.22
[14/10/2025 15:00],56.5,86.95,2143.9,76.64
[14/10/2025 16:00],90.44,78.16,5950.3,41.52
[14/10/2025 17:00],85.27,70.76,5961.6,94.75
[14/10/2025 18:00],66.46,47.02,2827.8,81.92
[14/10/2025 19:00],65.15,81.28,5701.4,41.47
[14/10/2025 20:00],62.39,79.51,2269.7,80.8
[14/10/2025 21:00],84.02,78.0,2573.1,86.99
[14/10/2025 22:00],83.75,76.64,5907.0,52.63
[14/10/2025 23:00],50.14,46.08,3702.3,57.95
[15/10/2025 00:00],56.51,48.56,2949.1,78.04
[15/10/2025 01:00],51.53,84.13,3606.1,54.35
[15/10/2025 02:00],92.94,68.66,5068.8,73.94
[15/10/2025 03:00],79.11,74.71,4522.0,71.58
[15/10/2025 04:00],66.96,63.44,2797.2,90.46
[15/10/2025 05:00],44.56,63.91,2365.4,82.28
[15/10/2025 06:00],85.27,67.44,2182.2,90.05
[15/10/2025 07:00],41.88,89.64,4961.3,53.52
[15/10/2025 08:00],51.6,87.11,5901.8,59.54
[15/10/2025 09:00],70.43,49.2,2455.0,89.13
[15/10/2025 10:00],70.3,95.57,3184.7,44.31
[15/10/2025 11:00],74.15,60.34,2502.3,81.4
[15/10/2025 12:00],71.17,54.67,5878.2,85.3
[15/10/2025 13:00],48.07,66.43,2146.5,91.44
[15/10/2025 14:00],62.56,80.08,4870.4,83.4
[15/10/2025 15:00],85.38,56.61,3962.0,87.22
[15/10/2025 16:00],40.33,70.81,2980.5,54.25
[15/10/2025 17:00],65.36,96.02,5211.1,91.54
[15/10/2025 18:00],63.11,74.02,4875.9,42.92
[15/10/2025 19:00],72.73,50.29,2146.7,81.55
[15/10/2025 20:00],49.92,96.17,3016.9,87.61
[15/10/2025 21:00],71.08,67.31,4255.9,75.84
[15/10/2025 22:00],85.86,82.84,4791.2,48.39
[15/10/2025 23:00],70.82,55.38,4701.2,75.8
[16/10/2025 00:00],42.15,54.94,4458.7,48.44
[16/10/2025 01:00],62.56,62.59,4753.9,74.54
[16/10/2025 02:00],94.38,49.96,2804.8,54.35
[16/10/2025 03:00],62.75,81.86,3061.0,59.92
[16/10/2025 04:00],93.54,68.16,4781.3,56.2
[16/10/2025 05:00],46.38,89.33,3437.4,50.75
[16/10/2025 06:00],49.45,78.67,3148.3,76.73
[16/10/2025 07:00],81.39,63.24,4495.1,76.85
[16/10/2025 08:00],73.2,94.53,2664.8,64.21
[16/10/2025 09:00],65.53,91.48,3934.7,51.23
[16/10/2025 10:00],53.58,99.22,5457.0,81.09
[16/10/2025 11:00],71.04,64.52,4908.8,83.05
[16/10/2025 12:00],56.9,80.6,2126.6,72.9
[16/10/2025 13:00],56.49,50.88,2681.1,83.85
[16/10/2025 14:00],44.31,77.12,4783.5,72.28
[16/10/2025 15:00],88.13,85.85,5724.7,80.06
[16/10/2025 16:00],55.94,85.84,3616.6,60.46
[16/10/2025 17:00],85.85,73.39,3978.3,79.17
[16/10/2025 18:00],90.47,74.04,5852.7,43.29
[16/10/2025 19:00],60.59,77.25,5168.4,55.23
[16/10/2025 20:00],44.32,78.98,3858.5,89.2
[16/10/2025 21:00],93.5,51.14,3025.6,49.83
[16/10/2025 22:00],61.52,71.34,3847.2,91.47
[16/10/2025 23:00],72.99,72.7,5574.9,89.22
[17/10/2025 00:00],80.05,98.27,5037.7,70.84
[17/10/2025 01:00],85.5,81.64,4500.8,93.94
[17/10/2025 02:00],40.34,78.68,5253.4,85.37
[17/10/2025 03:00],69.8,52.0,4096.5,74.53
[17/10/2025 04:00],69.12,62.27,3386.5,43.36
[17/10/2025 05:00],80.21,46.02,2938.5,82.33
[17/10/2025 06:00],43.49,61.96,5190.4,91.97
[17/10/2025 07:00],63.35,47.3,3150.0,55.92
[17/10/2025 08:00],54.93,57.23,2331.7,71.27
[17/10/2025 09:00],58.18,54.2,4063.4,82.1
[17/10/2025 10:00],90.31,72.22,4464.2,84.58
[17/10/2025 11:00],75.37,90.96,2556.3,66.52
[17/10/2025 12:00],62.13,62.05,2839.8,48.25
[17/10/2025 13:00],57.79,48.53,5381.2,63.74
[17/10/2025 14:00],81.96,57.02,2698.8,77.48
[17/10/2025 15:00],89.96,56.77,4797.6,58.1
[17/10/2025 16:00],67.41,93.14,5836.7,40.39
[17/10/2025 17:00],66.71,88.83,5991.3,91.99
[17/10/2025 18:00],43.28,96.31,3809.4,41.4
[17/10/2025 19:00],71.98,52.42,5770.8,53.0
[17/10/2025 20:00],93.26,88.34,5897.5,80.32
[17/10/2025 21:00],88.78,74.22,2402.9,76.76
[17/10/2025 22:00],90.38,69.93,2192.5,69.19
[17/10/2025 23:00],66.7,82.6,5256.7,51.52
[18/10/2025 00:00],41.22,55.47,2561.2,45.04
[18/10/2025 01:00],52.77,90.0,3199.9,74.0
[18/10/2025 02:00],85.38,94.34,3763.4,64.06
[18/10/2025 03:00],60.5,86.21,2823.0,84.83
[18/10/2025 04:00],89.41,93.16,5765.4,89.23
[18/10/2025 05:00],90.34,63.13,4075.8,55.7
[18/10/2025 06:00],53.17,92.21,5618.5,50.25
[18/10/2025 07:00],79.11,67.95,5955.6,68.1
[18/10/2025 08:00],59.39,59.31,4202.8,75.54
[18/10/2025 09:00],87.01,81.15,5580.3,54.18
[18/10/2025 10:00],83.16,77.11,2443.9,64.51
[18/10/2025 11:00],42.66,66.61,5179.1,55.22
[18/10/2025 12:00],78.55,66.76,2443.6,65.54
[18/10/2025 13:00],79.59,81.33,4626.1,90.82
[18/10/2025 14:00],61.32,66.23,5362.9,57.2
[18/10/2025 15:00],57.16,94.77,5852.0,78.89
[18/10/2025 16:00],90.53,46.36,5012.1,76.08
[18/10/2025 17:00],84.56,76.67,4844.8,56.91
[18/10/2025 18:00],86.15,62.29,2443.3,78.75
[18/10/2025 19:00],43.22,88.76,4953.0,71.84
[18/10/2025 20:00],43.8,55.69,4189.7,50.63
[18/10/2025 21:00],48.83,52.79,4446.6,51.88
[18/10/2025 22:00],82.2,57.1,4005.4,63.69
[18/10/2025 23:00],62.67,63.21,2651.7,85.16
[19/10/2025 00:00],57.79,93.24,4867.8,78.18
[19/10/2025 01:00],80.91,51.31,5675.1,77.63
[19/10/2025 02:00],81.68,76.07,3040.0,76.25
[19/10/2025 03:00],88.23,52.53,3406.9,76.63
[19/10/2025 04:00],71.7,64.74,5179.8,42.07
[19/10/2025 05:00],94.03,55.18,4656.2,41.14
[19/10/2025 06:00],51.58,47.35,4347.5,54.87
[19/10/2025 07:00],69.67,85.12,3251.4,77.86
[19/10/2025 08:00],88.66,52.37,4365.2,60.81
[19/10/2025 09:00],94.57,51.3,2763.6,59.33
[19/10/2025 10:00],90.54,71.35,2698.8,85.85
[19/10/2025 11:00],82.16,99.46,5276.7,94.64
[19/10/2025 12:00],60.94,62.57,5224.2,90.85
[19/10/2025 13:00],66.15,90.02,5239.8,48.03
[19/10/2025 14:00],52.71,91.56,3660.8,75.7
[19/10/2025 15:00],67.41,84.56,2555.4,80.04
[19/10/2025 16:00],50.01,66.66,3823.5,67.54
[19/10/2025 17:00],77.13,70.95,5499.3,41.11
[19/10/2025 18:00],85.49,48.38,2607.5,55.05
[19/10/2025 19:00],93.27,67.89,3808.4,59.72
[19/10/2025 20:00],59.64,66.92,4683.1,57.62
[19/10/2025 21:00],59.16,48.29,2291.2,58.25
[19/10/2025 22:00],66.28,93.52,2025.2,43.48
[19/10/2025 23:00],56.48,66.04,3082.5,46.36
[20/10/2025 00:00],75.88,89.93,3881.8,47.88
[20/10/2025 01:00],58.87,53.36,5944.1,42.07
[20/10/2025 02:00],74.3,91.07,3761.9,52.22
[20/10/2025 03:00],88.8,82.16,5989.5,47.41
[20/10/2025 04:00],50.12,79.95,4465.5,61.22
[20/10/2025 05:00],53.7,94.63,4908.5,86.12
[20/10/2025 06:00],44.83,95.69,5303.2,73.36
[20/10/2025 07:00],58.93,54.76,4019.7,72.67
[20/10/2025 08:00],40.12,83.3,5529.1,47.0
[20/10/2025 09:00],41.08,73.57,3546.9,48.37
[20/10/2025 10:00],47.13,87.45,4740.7,67.52
[20/10/2025 11:00],83.35,74.54,4855.0,92.12
[20/10/2025 12:00],64.77,74.38,3613.2,88.77
[20/10/2025 13:00],62.56,95.83,5273.4,65.78
[20/10/2025 14:00],52.84,53.04,5906.3,75.64
[20/10/2025 15:00],53.93,98.07,5577.3,90.61
[20/10/2025 16:00],93.44,57.35,4385.6,48.98
[20/10/2025 17:00],57.35,71.89,2494.6,73.34
[20/10/2025 18:00],79.13,98.58,4922.3,72.19
[20/10/2025 19:00],84.38,74.65,2265.3,54.81
[20/10/2025 20:00],75.64,53.93,4195.5,69.48
[20/10/2025 21:00],93.0,78.26,5095.3,50.91
[20/10/2025 22:00],58.51,46.83,4872.1,83.42
[20/10/2025 23:00],78.18,77.62,3922.3,78.54
[21/10/2025 00:00],93.13,72.74,2650.0,76.29
[21/10/2025 01:00],43.23,72.81,5540.2,76.02
[21/10/2025 02:00],57.19,86.78,4171.5,86.21
[21/10/2025 03:00],85.11,91.37,3431.3,52.91
[21/10/2025 04:00],40.35,47.1,3868.8,53.2
[21/10/2025 05:00],55.72,69.48,3902.1,51.71
[21/10/2025 06:00],94.59,75.58,2482.2,86.2
[21/10/2025 07:00],73.21,65.13,3998.4,51.71
[21/10/2025 08:00],91.43,58.02,2846.4,70.27
[21/10/2025 09:00],69.58,46.75,3521.1,57.33
[21/10/2025 10:00],56.15,51.77,2067.3,57.7
[21/10/2025 11:00],59.75,52.94,3371.1,43.84
[21/10/2025 12:00],54.69,96.9,3393.9,83.25
[21/10/2025 13:00],55.6,54.23,2786.8,47.35
[21/10/2025 14:00],84.52,75.56,5887.9,56.67
[21/10/2025 15:00],62.89,87.91,4654.7,50.64
[21/10/2025 16:00],51.06,52.21,4939.2,68.71
[21/10/2025 17:00],88.13,45.9,5186.0,47.29
[21/10/2025 18:00],61.21,64.37,4865.6,80.83
[21/10/2025 19:00],52.31,60.75,4323.5,54.63
[21/10/2025 20:00],65.52,57.08,3031.9,80.06
[21/10/2025 21:00],48.71,78.51,5752.5,94.44
[21/10/2025 22:00],62.79,98.22,5760.9,61.08
[21/10/2025 23:00],58.84,76.81,2420.8,70.47
[22/10/2025 00:00],72.74,75.65,5235.6,55.48
[22/10/2025 01:00],89.04,99.13,5888.6,85.58
[22/10/2025 02:00],40.98,66.25,2933.6,64.51
[22/10/2025 03:00],77.61,80.87,5984.1,84.19
[22/10/2025 04:00],41.57,84.39,3842.7,62.99
[22/10/2025 05:00],83.03,78.36,5814.5,71.83
[22/10/2025 06:00],72.64,82.83,5308.8,93.9
[22/10/2025 07:00],42.76,87.47,5703.0,89.27
[22/10/2025 08:00],47.14,70.11,3248.8,43.03
[22/10/2025 09:00],62.41,88.14,2812.8,90.22
[22/10/2025 10:00],67.76,52.09,4613.6,90.36
[22/10/2025 11:00],42.46,70.93,3189.1,72.0
[22/10/2025 12:00],84.88,70.09,4202.1,43.07
[22/10/2025 13:00],40.29,46.29,5453.1,83.13
[22/10/2025 14:00],40.21,71.47,5729.0,43.8
[22/10/2025 15:00],50.76,63.39,5743.8,90.79
[22/10/2025 16:00],52.67,98.61,3072.5,63.58
[22/10/2025 17:00],74.94,62.63,2531.2,85.64
[22/10/2025 18:00],74.27,54.87,2011.0,45.87
[22/10/2025 19:00],69.03,60.3,2186.9,72.5
[22/10/2025 20:00],62.57,61.43,2710.8,66.83
[22/10/2025 21:00],83.25,46.6,3394.5,70.44
[22/10/2025 22:00],88.68,79.7,5889.8,86.28
[22/10/2025 23:00],79.83,60.22,3038.1,42.91
[23/10/2025 00:00],42.75,46.96,5231.3,63.68
[23/10/2025 01:00],41.97,72.61,3150.7,75.15
[23/10/2025 02:00],65.78,79.7,4944.5,47.54
[23/10/2025 03:00],54.5,95.11,3141.9,46.6
[23/10/2025 04:00],62.21,93.44,4408.4,63.83
[23/10/2025 05:00],74.24,89.94,3774.9,73.19
[23/10/2025 06:00],79.42,68.02,2875.9,50.46
[23/10/2025 07:00],44.22,59.64,5868.7,66.86
[23/10/2025 08:00],61.0,53.28,4641.1,73.87
[23/10/2025 09:00],53.58,68.47,2166.7,47.16
[23/10/2025 10:00],88.79,73.16,4448.1,50.55
[23/10/2025 11:00],55.4,61.11,2363.6,81.56
[23/10/2025 12:00],73.74,83.27,5862.6,94.25
[23/10/2025 13:00],56.37,97.64,3643.6,45.48
[23/10/2025 14:00],44.98,52.33,5913.5,75.22
[23/10/2025 15:00],61.99,56.48,3189.7,47.48
[23/10/2025 16:00],77.75,83.9,3457.7,63.5
[23/10/2025 17:00],75.99,77.85,5781.5,93.61
[23/10/2025 18:00],44.07,58.1,4988.9,91.08
[23/10/2025 19:00],69.44,94.82,3845.2,80.03
[23/10/2025 20:00],87.7,89.88,5684.9,83.94
[23/10/2025 21:00],55.43,90.89,4003.5,64.18
[23/10/2025 22:00],85.44,47.64,3502.5,52.95
[23/10/2025 23:00],56.95,92.45,5587.0,87.14
[24/10/2025 00:00],84.0,52.09,5690.0,71.01
[24/10/2025 01:00],73.15,56.68,4055.0,63.42
[24/10/2025 02:00],82.9,59.51,5315.1,74.72
[24/10/2025 03:00],61.31,78.79,2398.1,66.52
[24/10/2025 04:00],90.86,82.15,3560.3,59.87
[24/10/2025 05:00],45.71,94.74,3966.6,93.02
[24/10/2025 06:00],51.26,80.98,4272.3,65.14
[24/10/2025 07:00],70.22,63.4,5582.0,48.17
[24/10/2025 08:00],90.15,88.45,5912.1,86.58
[24/10/2025 09:00],52.47,91.88,3209.8,93.38
[24/10/2025 10:00],46.49,53.08,5363.3,56.66
[24/10/2025 11:00],71.77,50.32,2726.8,91.4
[24/10/2025 12:00],60.03,86.28,3764.9,58.59
[24/10/2025 13:00],92.89,88.22,2551.8,59.79
[24/10/2025 14:00],89.17,67.27,5134.1,87.06
[24/10/2025 15:00],56.21,62.43,4557.8,81.14
[24/10/2025 16:00],61.59,54.63,3267.7,78.63
[24/10/2025 17:00],40.6,46.45,3850.9,87.8
[24/10/2025 18:00],85.63,86.65,3222.8,77.78
[24/10/2025 19:00],87.82,52.3,3846.4,56.42
[24/10/2025 20:00],73.77,57.1,4028.3,50.41
[24/10/2025 21:00],73.45,62.18,5817.3,75.06
[24/10/2025 22:00],58.01,57.19,3743.1,57.3
[24/10/2025 23:00],42.45,48.14,3014.2,90.04
[25/10/2025 00:00],90.71,68.05,3439.3,45.18
[25/10/2025 01:00],94.74,68.9,4443.2,83.12
[25/10/2025 02:00],65.42,75.53,4249.5,73.3
[25/10/2025 03:00],57.33,53.59,5384.6,78.36
[25/10/2025 04:00],80.89,48.56,3230.7,80.13
[25/10/2025 05:00],42.31,98.37,5145.1,61.17
[25/10/2025 06:00],70.49,99.2,4816.6,47.29
[25/10/2025 07:00],63.23,99.46,3562.8,89.07
[25/10/2025 08:00],84.32,55.14,3383.4,71.82
[25/10/2025 09:00],48.58,72.13,3746.6,76.18
[25/10/2025 10:00],52.81,49.47,3452.1,45.44
[25/10/2025 11:00],68.68,99.28,4576.1,63.95
[25/10/2025 12:00],60.8,64.77,4415.0,64.57
[25/10/2025 13:00],51.76,61.62,2875.1,88.62
[25/10/2025 14:00],47.92,48.07,3486.0,67.24
[25/10/2025 15:00],93.99,80.26,5803.4,62.38
[25/10/2025 16:00],72.96,94.81,2842.0,71.51
[25/10/2025 17:00],93.43,67.44,4960.3,66.6
[25/10/2025 18:00],83.78,79.39,2131.9,82.42
[25/10/2025 19:00],52.14,74.55,4719.1,85.54
[25/10/2025 20:00],71.07,88.48,5296.0,61.5
[25/10/2025 21:00],45.96,85.14,4465.9,53.35
[25/10/2025 22:00],42.59,95.77,5500.1,49.45
[25/10/2025 23:00],81.21,92.86,2272.2,64.99
[26/10/2025 00:00],74.11,83.09,2042.1,93.25
[26/10/2025 01:00],59.21,62.54,5326.9,59.76
[26/10/2025 02:00],44.44,65.94,2029.7,54.14
[26/10/2025 03:00],69.28,81.82,5239.3,47.0
[26/10/2025 04:00],91.63,93.72,4678.4,41.0
[26/10/2025 05:00],78.36,79.07,4249.4,72.88
[26/10/2025 06:00],48.23,51.98,4126.7,61.87
[26/10/2025 07:00],72.95,89.84,3735.9,76.74
[26/10/2025 08:00],63.74,80.19,5667.4,64.07
[26/10/2025 09:00],65.35,57.56,3405.1,71.74
[26/10/2025 10:00],45.65,57.59,4427.6,69.39
[26/10/2025 11:00],46.02,83.61,4149.8,76.26
[26/10/2025 12:00],78.67,56.25,4257.7,84.14
[26/10/2025 13:00],93.47,61.73,4233.6,41.52
[26/10/2025 14:00],40.71,81.63,3858.4,81.84
[26/10/2025 15:00],44.56,64.26,2188.2,68.13
[26/10/2025 16:00],50.76,56.82,4313.5,81.78
[26/10/2025 17:00],41.01,84.36,3108.8,48.39
[26/10/2025 18:00],85.77,68.04,2381.0,84.94
[26/10/2025 19:00],84.0,54.28,4234.7,48.72
[26/10/2025 20:00],90.08,56.12,4731.0,49.73
[26/10/2025 21:00],77.33,96.29,5943.4,40.57
[26/10/2025 22:00],79.16,88.84,5646.8,54.22
[26/10/2025 23:00],78.64,83.48,3819.3,71.14
[27/10/2025 00:00],79.55,80.64,3815.3,73.4
[27/10/2025 01:00],94.48,78.74,3668.8,94.79
[27/10/2025 02:00],71.66,67.99,2309.6,51.65
[27/10/2025 03:00],53.49,97.4,5042.9,90.33
[27/10/2025 04:00],66.08,74.94,4834.3,84.92
[27/10/2025 05:00],72.15,88.6,3156.3,78.87
[27/10/2025 06:00],65.34,46.5,3844.1,72.2
[27/10/2025 07:00],66.55,96.24,3186.0,65.51
[27/10/2025 08:00],85.95,63.3,3849.8,71.97
[27/10/2025 09:00],58.28,50.23,3627.4,73.67
[27/10/2025 10:00],72.87,81.21,4946.6,53.04
[27/10/2025 11:00],74.3,52.36,5924.6,73.83
[27/10/2025 12:00],80.43,73.14,5337.2,57.37
[27/10/2025 13:00],72.49,66.4,4318.7,65.99
[27/10/2025 14:00],78.95,60.64,5091.8,68.83
[27/10/2025 15:00],42.06,76.68,3475.5,42.55
[27/10/2025 16:00],60.35,89.28,3280.7,59.05
[27/10/2025 17:00],92.77,92.66,4549.7,78.23
[27/10/2025 18:00],44.51,72.03,5191.3,53.79
[27/10/2025 19:00],47.27,92.47,4115.4,62.4
[27/10/2025 20:00],45.91,78.85,4900.8,71.67
[27/10/2025 21:00],78.47,66.03,2721.4,44.65
[27/10/2025 22:00],59.17,53.79,4911.3,43.1
[27/10/2025 23:00],44.42,72.59,5927.3,83.99
[28/10/2025 00:00],77.17,94.78,4497.2,73.47
[28/10/2025 01:00],54.25,65.05,5060.1,57.63
[28/10/2025 02:00],48.47,47.63,5022.0,46.44
[28/10/2025 03:00],67.09,84.02,4785.0,49.54
[28/10/2025 04:00],50.48,99.54,4412.4,68.39
[28/10/2025 05:00],56.59,60.66,3447.6,53.47
[28/10/2025 06:00],71.86,75.27,3273.7,87.13
[28/10/2025 07:00],53.25,86.21,5403.2,62.01
[28/10/2025 08:00],91.34,77.54,3267.0,93.17
[28/10/2025 09:00],94.83,70.55,5168.2,79.43
[28/10/2025 10:00],65.02,61.39,3044.7,65.9
[28/10/2025 11:00],42.52,69.0,5185.1,48.62
[28/10/2025 12:00],72.6,60.42,3921.5,57.48
[28/10/2025 13:00],50.31,62.43,3201.5,59.95
[28/10/2025 14:00],83.56,46.2,2850.1,92.28
[28/10/2025 15:00],88.89,54.44,5999.8,47.62
[28/10/2025 16:00],75.6,52.1,3043.5,76.59
[28/10/2025 17:00],59.06,91.08,2594.1,51.44
[28/10/2025 18:00],48.96,53.89,2147.2,73.66
[28/10/2025 19:00],69.58,98.13,4669.0,44.01
[28/10/2025 20:00],89.02,80.27,3722.3,67.37
[28/10/2025 21:00],81.02,59.47,5827.5,44.07
[28/10/2025 22:00],54.26,79.19,5334.4,87.88
[28/10/2025 23:00],47.66,74.89,2521.2,86.19
[29/10/2025 00:00],40.39,53.32,5252.8,43.08
[29/10/2025 01:00],47.43,69.08,3133.8,68.73
[29/10/2025 02:00],51.0,66.4,4279.7,62.42
[29/10/2025 03:00],87.61,53.48,3232.3,52.36
[29/10/2025 04:00],68.5,51.75,3522.3,47.37
[29/10/2025 05:00],48.3,68.53,3265.5,81.5
[29/10/2025 06:00],48.7,94.15,4660.1,86.41
[29/10/2025 07:00],71.81,71.2,4886.9,62.48
[29/10/2025 08:00],57.5,56.63,4311.1,47.08
[29/10/2025 09:00],69.7,56.6,3364.3,71.66
[29/10/2025 10:00],80.2,63.32,5383.8,63.21
[29/10/2025 11:00],88.56,49.04,2481.2,75.69
[29/10/2025 12:00],65.54,88.23,2072.3,40.34
[29/10/2025 13:00],76.3,59.96,4539.4,52.75
[29/10/2025 14:00],85.82,49.43,3881.1,70.67
[29/10/2025 15:00],71.38,48.53,3723.2,94.64
[29/10/2025 16:00],80.91,81.86,2979.4,68.76
[29/10/2025 17:00],89.5,79.14,4005.6,93.08
[29/10/2025 18:00],61.15,70.26,2810.9,85.27
[29/10/2025 19:00],40.6,52.17,3434.6,58.94
[29/10/2025 20:00],71.76,56.04,3002.8,82.8
[29/10/2025 21:00],77.83,89.42,5850.4,70.06
[29/10/2025 22:00],51.43,82.39,3572.9,40.82
[29/10/2025 23:00],40.28,52.71,4405.8,74.03
[30/10/2025 00:00],49.94,64.41,4067.9,48.97
[30/10/2025 01:00],40.77,76.3,5280.9,60.39
[30/10/2025 02:00],73.71,69.84,4592.9,82.83
[30/10/2025 03:00],73.16,48.28,3969.6,58.49
[30/10/2025 04:00],81.63,70.01,2871.9,77.19
[30/10/2025 05:00],82.72,94.2,3759.3,75.59
[30/10/2025 06:00],73.12,51.7,4971.2,67.51
[30/10/2025 07:00],41.92,67.49,5569.9,92.25
[30/10/2025 08:00],64.14,78.87,4554.0,86.99
[30/10/2025 09:00],81.21,78.82,4250.5,77.44
[30/10/2025 10:00],87.59,81.51,4471.5,40.58
[30/10/2025 11:00],66.15,96.3,2595.7,89.69
[30/10/2025 12:00],59.6,51.62,4756.3,60.73
[30/10/2025 13:00],51.12,85.75,4739.8,54.63
[30/10/2025 14:00],42.43,75.81,4987.6,56.92
[30/10/2025 15:00],60.55,50.35,3077.9,61.47
[30/10/2025 16:00],54.66,66.39,3122.6,51.71
[30/10/2025 17:00],53.84,78.88,5850.2,61.64
[30/10/2025 18:00],40.57,51.74,5162.1,75.36
[30/10/2025 19:00],67.04,69.99,4024.5,45.06
[30/10/2025 20:00],42.43,57.55,3024.1,48.42
[30/10/2025 21:00],49.66,63.38,3645.5,58.66
[30/10/2025 22:00],93.19,68.28,3800.5,63.9
[30/10/2025 23:00],73.53,82.37,3941.6,75.21
[31/10/2025 00:00],69.87,87.22,4730.0,45.94
[31/10/2025 01:00],82.91,66.73,2013.2,77.78
[31/10/2025 02:00],72.54,95.0,5553.9,63.51
[31/10/2025 03:00],50.82,77.35,4075.5,83.28
[31/10/2025 04:00],42.23,51.33,5574.3,94.19
[31/10/2025 05:00],60.52,54.38,2606.7,56.11
[31/10/2025 06:00],92.26,72.98,4141.9,67.44
[31/10/2025 07:00],87.06,65.51,3058.7,80.59
[31/10/2025 08:00],41.49,83.5,4579.3,88.68
[31/10/2025 09:00],73.1,88.39,2698.3,94.36
[31/10/2025 10:00],83.45,76.66,5717.9,86.75
[31/10/2025 11:00],79.09,54.74,3503.2,43.09
[31/10/2025 12:00],70.02,57.81,5133.3,80.18
[31/10/2025 13:00],55.59,80.91,2634.2,51.13
[31/10/2025 14:00],86.47,86.59,2034.0,46.86
[31/10/2025 15:00],89.49,85.2,2315.8,80.35
[31/10/2025 16:00],40.39,71.66,5443.8,80.39
[31/10/2025 17:00],57.08,77.31,5268.2,88.47
[31/10/2025 18:00],63.26,74.22,5520.6,67.95
[31/10/2025 19:00],87.9,81.68,2897.8,48.39
[31/10/2025 20:00],84.64,73.66,2171.4,49.7
[31/10/2025 21:00],67.16,60.93,2481.9,63.17
[31/10/2025 22:00],63.71,70.0,3615.1,65.02
[31/10/2025 23:00],87.74,47.06,4973.6,94.22
[01/11/2025 00:00],60.09,75.33,4561.9,83.83
[01/11/2025 01:00],56.64,79.66,4186.2,77.67
[01/11/2025 02:00],56.2,84.3,2743.1,90.38
[01/11/2025 03:00],78.4,97.84,4817.5,52.71
[01/11/2025 04:00],45.12,46.3,5960.8,45.0
[01/11/2025 05:00],88.65,74.43,4362.2,53.96
[01/11/2025 06:00],74.54,68.43,2196.5,41.05
[01/11/2025 07:00],77.77,70.28,3201.2,50.87
[01/11/2025 08:00],92.65,56.01,4886.6,52.72
[01/11/2025 09:00],71.36,81.75,2731.9,66.07
[01/11/2025 10:00],53.36,70.38,5313.0,82.0
[01/11/2025 11:00],40.68,78.11,2175.4,82.59
[01/11/2025 12:00],80.5,46.44,2372.2,48.47
[01/11/2025 13:00],68.62,55.44,2091.5,63.01
[01/11/2025 14:00],47.96,92.72,5098.1,76.75
[01/11/2025 15:00],74.47,54.74,5931.9,94.57
[01/11/2025 16:00],92.49,65.43,3777.8,42.35
[01/11/2025 17:00],90.82,53.81,3973.0,56.54
[01/11/2025 18:00],47.07,91.28,2889.7,69.49
[01/11/2025 19:00],57.92,52.65,4846.3,61.82
[01/11/2025 20:00],64.99,71.43,2449.4,61.44
[01/11/2025 21:00],93.35,99.01,4736.6,46.68
[01/11/2025 22:00],79.49,70.46,2180.6,94.71
[01/11/2025 23:00],87.59,46.47,4963.0,93.35
[02/11/2025 00:00],76.3,78.87,5051.9,93.44
[02/11/2025 01:00],86.64,95.18,5695.4,59.75
[02/11/2025 02:00],62.28,68.42,4294.4,66.07
[02/11/2025 03:00],78.27,63.53,4223.2,60.83
[02/11/2025 04:00],41.69,64.57,3937.2,56.5
[02/11/2025 05:00],62.94,63.86,4953.1,74.32
[02/11/2025 06:00],41.29,48.71,4553.4,64.49
[02/11/2025 07:00],47.03,67.78,5672.2,82.92
[02/11/2025 08:00],50.96,53.74,3099.7,65.54
[02/11/2025 09:00],67.72,74.56,2938.1,41.47
[02/11/2025 10:00],71.46,96.83,3544.3,40.82
[02/11/2025 11:00],57.68,62.56,5010.6,60.73
[02/11/2025 12:00],65.04,56.55,2089.4,41.05
[02/11/2025 13:00],52.09,71.94,2079.2,79.21
[02/11/2025 14:00],47.82,59.06,5792.9,82.86
[02/11/2025 15:00],57.4,70.96,4688.5,73.73
[02/11/2025 16:00],85.32,82.5,5635.9,53.49
[02/11/2025 17:00],74.87,95.72,3384.5,84.4
[02/11/2025 18:00],93.53,49.12,2627.4,76.1
[02/11/2025 19:00],69.58,77.58,3792.2,73.32
[02/11/2025 20:00],58.94,79.7,5215.1,56.61
[02/11/2025 21:00],77.05,73.03,4370.9,69.85
[02/11/2025 22:00],79.38,45.46,2766.8,56.3
[02/11/2025 23:00],42.83,49.88,3986.2,87.91
