transaction_id,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id
TXN3227,9,Medium,RSA,1,Slice_C
TXN8250,11,Medium,RSA,1,Slice_C
TXN3476,18,High,TDKE,1,Slice_B
TXN5671,20,High,TDKE,1,Slice_B
TXN6283,14,Low,AES,0,Slice_C
TXN4645,23,Medium,AES,1,Slice_A
TXN5451,23,Medium,RSA,1,Slice_B
TXN6960,19,Medium,RSA,1,Slice_A
TXN5612,12,Medium,AES,1,Slice_C
TXN3855,15,Medium,AES,1,Slice_A
TXN8057,12,High,TDKE,1,Slice_C
TXN2511,7,Medium,RSA,1,Slice_C
TXN4637,23,High,TDKE,1,Slice_C
TXN6804,29,Low,RSA,0,Slice_A
TXN1074,18,Low,AES,0,Slice_A
TXN7692,23,Medium,RSA,1,Slice_A
TXN3637,10,Low,AES,0,Slice_B
TXN3011,19,High,TDKE,1,Slice_B
TXN1762,13,Low,AES,0,Slice_B
TXN3485,19,Medium,AES,1,Slice_A
TXN8599,20,Low,RSA,0,Slice_A
TXN9923,30,High,TDKE,1,Slice_B
TXN7263,15,Low,AES,0,Slice_C
TXN7057,25,Medium,RSA,1,Slice_B
TXN5430,25,Low,AES,0,Slice_A
TXN5853,21,Low,AES,0,Slice_A
TXN9595,22,High,TDKE,1,Slice_C
TXN1919,25,Low,AES,0,Slice_A
TXN8253,15,Medium,AES,1,Slice_C
TXN7719,9,High,TDKE,1,Slice_C
TXN2713,18,Low,RSA,0,Slice_C
TXN5606,21,Low,AES,0,Slice_A
TXN7190,21,Low,AES,0,Slice_C
TXN3964,6,Low,RSA,0,Slice_A
TXN9285,18,Low,AES,0,Slice_C
TXN5247,5,High,TDKE,1,Slice_B
TXN7154,7,Low,AES,0,Slice_C
TXN9791,19,High,TDKE,1,Slice_A
TXN5262,25,Low,RSA,0,Slice_C
TXN7804,8,High,TDKE,1,Slice_C
TXN9256,25,Low,AES,0,Slice_A
TXN9944,6,High,TDKE,1,Slice_C
TXN5874,24,Low,AES,0,Slice_B
TXN8714,22,Medium,RSA,1,Slice_B
TXN3987,12,Medium,AES,1,Slice_B
TXN7914,21,Medium,AES,1,Slice_A
TXN8740,26,Medium,RSA,1,Slice_B
TXN9837,19,Medium,AES,1,Slice_A
TXN8274,8,Low,RSA,0,Slice_B
TXN7988,7,High,TDKE,1,Slice_B
TXN5117,29,Low,RSA,0,Slice_B
TXN4021,25,Low,AES,0,Slice_C
TXN4920,21,High,TDKE,1,Slice_B
TXN7588,29,Low,RSA,0,Slice_B
TXN3636,14,Low,AES,0,Slice_C
TXN4277,30,Medium,RSA,1,Slice_A
TXN4955,24,Low,RSA,0,Slice_B
TXN3656,20,Low,AES,0,Slice_C
TXN9260,8,Low,RSA,0,Slice_B
TXN4029,6,High,TDKE,1,Slice_B
TXN1949,20,High,TDKE,1,Slice_C
TXN5562,26,Low,AES,0,Slice_A
TXN4640,26,High,TDKE,1,Slice_C
TXN9366,6,Low,RSA,0,Slice_B
TXN9818,16,High,TDKE,1,Slice_B
TXN8493,28,High,TDKE,1,Slice_B
TXN2406,12,Low,RSA,0,Slice_C
TXN1014,6,High,TDKE,1,Slice_B
TXN9024,22,Low,AES,0,Slice_B
TXN4945,11,Medium,RSA,1,Slice_B
TXN8357,22,High,TDKE,1,Slice_C
TXN9139,14,Medium,AES,1,Slice_A
TXN1854,20,Low,RSA,0,Slice_A
TXN8774,11,Medium,AES,1,Slice_B
TXN8467,19,High,TDKE,1,Slice_A
TXN8199,8,Medium,RSA,1,Slice_B
TXN9910,25,Medium,AES,1,Slice_B
TXN8174,25,Low,RSA,0,Slice_C
TXN3177,24,High,TDKE,1,Slice_A
TXN3949,18,Low,RSA,0,Slice_A
TXN7839,17,Medium,AES,1,Slice_A
TXN1477,22,Low,AES,0,Slice_C
TXN1839,5,Medium,RSA,1,Slice_C
TXN8865,8,High,TDKE,1,Slice_B
TXN1657,28,High,TDKE,1,Slice_C
TXN1399,12,Medium,AES,1,Slice_A
TXN9183,8,Medium,AES,1,Slice_C
TXN2804,20,High,TDKE,1,Slice_A
TXN4261,6,High,TDKE,1,Slice_C
TXN6412,5,High,TDKE,1,Slice_C
TXN6756,21,Low,AES,0,Slice_A
TXN6322,13,High,TDKE,1,Slice_C
TXN5221,29,High,TDKE,1,Slice_A
TXN2372,25,High,TDKE,1,Slice_A
TXN1271,7,High,TDKE,1,Slice_A
TXN9049,20,Low,AES,0,Slice_A
TXN9413,5,Low,RSA,0,Slice_B
TXN8872,25,Low,AES,0,Slice_C
TXN6744,14,High,TDKE,1,Slice_B
TXN2143,29,Low,AES,0,Slice_A
TXN7532,15,High,TDKE,1,Slice_B
TXN6125,30,High,TDKE,1,Slice_B
TXN8841,30,High,TDKE,1,Slice_B
TXN1210,25,High,TDKE,1,Slice_B
TXN3765,9,Medium,AES,1,Slice_C
TXN8601,27,Medium,RSA,1,Slice_A
TXN1060,12,Low,RSA,0,Slice_A
TXN7764,28,Medium,AES,1,Slice_B
TXN4455,22,Medium,RSA,1,Slice_A
TXN3730,14,Low,AES,0,Slice_A
TXN2529,14,Low,AES,0,Slice_C
TXN7150,23,Medium,RSA,1,Slice_C
TXN1432,27,High,TDKE,1,Slice_B
TXN7436,12,Low,AES,0,Slice_B
TXN9630,16,High,TDKE,1,Slice_B
TXN7877,20,Medium,AES,1,Slice_C
TXN6329,12,Low,RSA,0,Slice_B
TXN5239,9,High,TDKE,1,Slice_A
TXN6938,14,High,TDKE,1,Slice_B
TXN2145,20,Low,RSA,0,Slice_A
TXN7028,19,High,TDKE,1,Slice_C
TXN5187,14,High,TDKE,1,Slice_C
TXN9733,10,Low,RSA,0,Slice_A
TXN3489,22,Low,RSA,0,Slice_C
TXN7027,9,High,TDKE,1,Slice_C
TXN1244,6,Low,RSA,0,Slice_A
TXN6943,23,Low,AES,0,Slice_B
TXN2137,17,High,TDKE,1,Slice_C
TXN7292,10,Medium,RSA,1,Slice_B
TXN2993,19,High,TDKE,1,Slice_A
TXN6641,22,Medium,RSA,1,Slice_C
TXN4042,17,High,TDKE,1,Slice_B
TXN6166,14,Medium,AES,1,Slice_B
TXN9016,28,High,TDKE,1,Slice_C
TXN7317,21,Medium,AES,1,Slice_A
TXN8331,6,High,TDKE,1,Slice_A
TXN6847,8,Medium,RSA,1,Slice_C
TXN6092,27,High,TDKE,1,Slice_A
TXN7736,7,High,TDKE,1,Slice_C
TXN2963,29,Low,RSA,0,Slice_A
TXN2268,30,Low,RSA,0,Slice_B
TXN8044,22,Medium,AES,1,Slice_B
TXN8738,8,High,TDKE,1,Slice_C
TXN8887,18,High,TDKE,1,Slice_A
TXN9802,29,Medium,AES,1,Slice_A
TXN9501,24,High,TDKE,1,Slice_B
TXN1776,10,Low,AES,0,Slice_C
TXN8890,24,Medium,AES,1,Slice_C
TXN2459,8,Low,AES,0,Slice_A
TXN2194,9,Medium,RSA,1,Slice_B
TXN2920,6,High,TDKE,1,Slice_C
TXN7263,27,High,TDKE,1,Slice_B
TXN5970,22,High,TDKE,1,Slice_B
TXN5642,9,Medium,AES,1,Slice_B
TXN8308,17,Low,AES,0,Slice_B
TXN1762,19,Low,RSA,0,Slice_C
TXN3489,8,Medium,AES,1,Slice_A
TXN3664,17,High,TDKE,1,Slice_C
TXN2549,26,Low,RSA,0,Slice_A
TXN8287,23,Medium,AES,1,Slice_A
TXN3786,29,Low,RSA,0,Slice_A
TXN9567,10,Medium,RSA,1,Slice_C
TXN7031,25,Low,RSA,0,Slice_C
TXN5659,10,Low,RSA,0,Slice_A
TXN8992,10,Low,AES,0,Slice_C
TXN2250,11,Low,RSA,0,Slice_A
TXN5733,9,Low,RSA,0,Slice_C
TXN8156,30,High,TDKE,1,Slice_C
TXN1320,27,High,TDKE,1,Slice_A
TXN1654,7,Low,RSA,0,Slice_C
TXN3634,14,High,TDKE,1,Slice_C
TXN1487,7,Medium,AES,1,Slice_B
TXN3515,11,Medium,RSA,1,Slice_B
TXN9250,7,High,TDKE,1,Slice_C
TXN3126,10,Low,AES,0,Slice_C
TXN6625,6,Medium,AES,1,Slice_B
TXN9396,6,High,TDKE,1,Slice_B
TXN2763,25,Low,RSA,0,Slice_A
TXN7600,8,Low,RSA,0,Slice_C
TXN8884,10,High,TDKE,1,Slice_A
TXN2762,28,Low,AES,0,Slice_A
TXN7256,21,Low,AES,0,Slice_C
TXN5211,18,Low,AES,0,Slice_A
TXN8001,26,High,TDKE,1,Slice_C
TXN3716,20,High,TDKE,1,Slice_B
TXN1608,15,High,TDKE,1,Slice_C
TXN9906,16,Medium,RSA,1,Slice_B
TXN8621,25,Medium,AES,1,Slice_C
TXN3147,18,Low,RSA,0,Slice_B
TXN6080,18,Low,AES,0,Slice_C
TXN9098,14,Low,AES,0,Slice_B
TXN9861,5,High,TDKE,1,Slice_B
TXN9730,11,Medium,RSA,1,Slice_C
TXN5805,7,Low,RSA,0,Slice_C
TXN4580,11,High,TDKE,1,Slice_B
TXN9380,16,Low,AES,0,Slice_C
TXN3448,11,Low,RSA,0,Slice_A
TXN4010,23,Medium,AES,1,Slice_C
TXN9338,30,Medium,RSA,1,Slice_C
TXN4835,9,Low,RSA,0,Slice_C
TXN3332,28,Low,AES,0,Slice_A
TXN8130,6,Low,RSA,0,Slice_A
TXN1531,25,Medium,RSA,1,Slice_A
TXN9351,15,Low,RSA,0,Slice_C
TXN6970,20,Medium,AES,1,Slice_C
TXN1122,10,Medium,AES,1,Slice_B
TXN4892,18,Low,AES,0,Slice_B
TXN1238,30,Low,AES,0,Slice_B
TXN7371,20,High,TDKE,1,Slice_B
TXN9885,23,High,TDKE,1,Slice_B
TXN2651,10,Medium,RSA,1,Slice_C
TXN9364,5,High,TDKE,1,Slice_A
TXN4793,16,Medium,AES,1,Slice_B
TXN4813,26,Medium,RSA,1,Slice_C
TXN7821,16,Low,RSA,0,Slice_A
TXN3140,14,Medium,RSA,1,Slice_B
TXN2727,30,Medium,AES,1,Slice_B
TXN6185,21,Low,RSA,0,Slice_C
TXN1342,10,High,TDKE,1,Slice_B
TXN2244,22,Low,AES,0,Slice_C
TXN4263,20,High,TDKE,1,Slice_B
TXN1311,15,High,TDKE,1,Slice_B
TXN5035,9,High,TDKE,1,Slice_C
TXN9780,26,Medium,RSA,1,Slice_B
TXN7484,5,Low,RSA,0,Slice_C
TXN9534,9,Low,RSA,0,Slice_C
TXN4965,27,High,TDKE,1,Slice_C
TXN7227,9,High,TDKE,1,Slice_C
TXN6180,29,Medium,RSA,1,Slice_C
TXN7470,24,High,TDKE,1,Slice_A
TXN4597,10,High,TDKE,1,Slice_A
TXN4517,11,Medium,RSA,1,Slice_C
TXN8322,6,High,TDKE,1,Slice_C
TXN2850,29,High,TDKE,1,Slice_C
TXN7095,25,Low,RSA,0,Slice_A
TXN5868,5,High,TDKE,1,Slice_B
TXN7190,13,High,TDKE,1,Slice_A
TXN2687,14,High,TDKE,1,Slice_C
TXN1250,20,Low,AES,0,Slice_C
TXN5927,17,Medium,RSA,1,Slice_A
TXN2769,24,Low,AES,0,Slice_A
TXN2497,16,Medium,RSA,1,Slice_B
TXN4041,25,Medium,RSA,1,Slice_B
TXN1472,21,Low,AES,0,Slice_B
TXN4950,19,Medium,RSA,1,Slice_C
TXN2925,20,Low,RSA,0,Slice_A
TXN2870,5,High,TDKE,1,Slice_A
TXN6276,29,Medium,AES,1,Slice_C
TXN5326,21,Medium,AES,1,Slice_A
TXN2159,12,Low,RSA,0,Slice_A
TXN5412,11,High,TDKE,1,Slice_A
TXN5048,20,High,TDKE,1,Slice_C
TXN8383,18,Medium,RSA,1,Slice_C
TXN4899,30,High,TDKE,1,Slice_C
TXN2271,21,Medium,RSA,1,Slice_A
TXN4459,16,High,TDKE,1,Slice_B
TXN7587,7,Low,AES,0,Slice_A
TXN1112,7,Medium,RSA,1,Slice_C
TXN2312,8,Medium,RSA,1,Slice_B
TXN9499,19,Medium,RSA,1,Slice_C
TXN6088,30,Medium,RSA,1,Slice_C
TXN4009,8,Low,AES,0,Slice_A
TXN6997,15,High,TDKE,1,Slice_B
TXN1571,7,High,TDKE,1,Slice_A
TXN5336,13,Medium,RSA,1,Slice_B
TXN5584,10,Medium,RSA,1,Slice_A
TXN5182,23,High,TDKE,1,Slice_B
TXN4196,6,Low,RSA,0,Slice_A
TXN4576,30,High,TDKE,1,Slice_A
TXN8210,16,Low,AES,0,Slice_A
TXN8765,21,High,TDKE,1,Slice_A
TXN4555,5,Low,RSA,0,Slice_A
TXN9772,16,Medium,AES,1,Slice_B
TXN8203,28,High,TDKE,1,Slice_C
TXN4105,22,Medium,AES,1,Slice_C
TXN8079,13,Low,RSA,0,Slice_C
TXN3035,29,Medium,RSA,1,Slice_C
TXN8381,24,High,TDKE,1,Slice_B
TXN1679,20,High,TDKE,1,Slice_B
TXN5746,25,Low,RSA,0,Slice_A
TXN5902,28,High,TDKE,1,Slice_A
TXN9185,8,Medium,AES,1,Slice_C
TXN9428,20,Medium,RSA,1,Slice_C
TXN2086,22,Low,RSA,0,Slice_C
TXN5354,24,Low,RSA,0,Slice_B
TXN4639,28,Medium,RSA,1,Slice_A
TXN7830,12,High,TDKE,1,Slice_B
TXN3817,10,High,TDKE,1,Slice_A
TXN7223,18,Low,RSA,0,Slice_A
TXN4515,26,Medium,RSA,1,Slice_C
TXN9054,21,Low,AES,0,Slice_B
TXN4870,21,Low,RSA,0,Slice_A
TXN6437,10,Medium,RSA,1,Slice_A
TXN4012,13,High,TDKE,1,Slice_C
TXN5476,25,Medium,RSA,1,Slice_A
TXN2123,12,Low,AES,0,Slice_A
TXN7881,26,Low,AES,0,Slice_B
TXN6658,12,Low,RSA,0,Slice_A
TXN6227,13,Low,RSA,0,Slice_C
TXN4859,25,Low,RSA,0,Slice_B
TXN8379,8,High,TDKE,1,Slice_C
TXN1841,25,High,TDKE,1,Slice_B
TXN5403,23,Low,AES,0,Slice_A
TXN6551,11,Low,RSA,0,Slice_C
TXN5428,13,Low,RSA,0,Slice_B
TXN8681,19,Low,AES,0,Slice_B
TXN1399,22,High,TDKE,1,Slice_B
TXN8078,15,Medium,RSA,1,Slice_A
TXN6955,27,High,TDKE,1,Slice_A
TXN9475,25,Medium,AES,1,Slice_A
TXN2339,18,High,TDKE,1,Slice_A
TXN2757,26,Low,RSA,0,Slice_A
TXN7883,24,Low,AES,0,Slice_C
TXN4751,12,Low,RSA,0,Slice_C
TXN2029,27,Low,AES,0,Slice_B
TXN6580,6,Low,AES,0,Slice_B
TXN3036,30,Medium,AES,1,Slice_B
TXN7795,26,High,TDKE,1,Slice_C
TXN8172,23,Medium,RSA,1,Slice_A
TXN8720,16,Medium,RSA,1,Slice_B
TXN3490,12,High,TDKE,1,Slice_B
TXN9255,10,High,TDKE,1,Slice_C
TXN8262,20,Low,RSA,0,Slice_C
TXN6538,12,Medium,AES,1,Slice_A
TXN4941,20,High,TDKE,1,Slice_A
TXN6580,30,Medium,RSA,1,Slice_B
TXN4737,22,Low,AES,0,Slice_A
TXN8935,13,Low,AES,0,Slice_A
TXN3484,14,Low,AES,0,Slice_B
TXN3942,6,Low,RSA,0,Slice_A
TXN9416,29,Medium,AES,1,Slice_C
TXN5093,28,Medium,AES,1,Slice_B
TXN7574,9,High,TDKE,1,Slice_B
TXN2185,18,Low,AES,0,Slice_A
TXN4053,26,High,TDKE,1,Slice_C
TXN6229,14,High,TDKE,1,Slice_A
TXN5258,24,Medium,AES,1,Slice_B
TXN8348,19,Low,AES,0,Slice_B
TXN7753,7,High,TDKE,1,Slice_A
TXN6725,23,High,TDKE,1,Slice_C
TXN4715,24,Low,RSA,0,Slice_C
TXN2072,14,High,TDKE,1,Slice_C
TXN5033,11,Low,AES,0,Slice_B
TXN6023,16,Medium,AES,1,Slice_A
TXN1888,30,Low,RSA,0,Slice_C
TXN9882,20,Low,RSA,0,Slice_A
TXN9388,25,High,TDKE,1,Slice_C
TXN8133,14,Low,RSA,0,Slice_B
TXN1488,22,High,TDKE,1,Slice_A
TXN7838,18,High,TDKE,1,Slice_C
TXN5734,9,Low,RSA,0,Slice_C
TXN8989,30,Low,RSA,0,Slice_C
TXN1105,13,High,TDKE,1,Slice_A
TXN8670,5,Medium,AES,1,Slice_B
TXN9253,24,Low,AES,0,Slice_A
TXN7156,7,Low,RSA,0,Slice_B
TXN5778,20,Low,RSA,0,Slice_B
TXN2420,10,Low,AES,0,Slice_A
TXN4806,21,Low,AES,0,Slice_A
TXN7013,10,Medium,AES,1,Slice_C
TXN8285,8,Medium,RSA,1,Slice_A
TXN8244,5,High,TDKE,1,Slice_B
TXN9602,26,Medium,AES,1,Slice_B
TXN5409,19,Medium,RSA,1,Slice_A
TXN3391,15,High,TDKE,1,Slice_A
TXN2850,17,Medium,RSA,1,Slice_B
TXN5235,11,High,TDKE,1,Slice_A
TXN7030,6,Low,AES,0,Slice_A
TXN9310,17,Medium,AES,1,Slice_A
TXN1728,15,Low,AES,0,Slice_C
TXN5436,7,Medium,RSA,1,Slice_A
TXN3493,11,Medium,AES,1,Slice_C
TXN5861,10,Low,AES,0,Slice_C
TXN4215,26,Medium,RSA,1,Slice_A
TXN1166,20,Medium,AES,1,Slice_A
TXN8081,17,Medium,RSA,1,Slice_A
TXN3504,30,High,TDKE,1,Slice_C
TXN8085,30,Medium,AES,1,Slice_B
TXN6238,26,High,TDKE,1,Slice_C
TXN6175,14,Low,AES,0,Slice_B
TXN6226,14,Medium,RSA,1,Slice_A
TXN5278,13,Low,AES,0,Slice_C
TXN3403,12,High,TDKE,1,Slice_C
TXN1844,17,Low,AES,0,Slice_B
TXN4843,9,Medium,AES,1,Slice_C
TXN2707,16,Medium,AES,1,Slice_A
TXN3383,9,Medium,AES,1,Slice_A
TXN6880,24,Low,AES,0,Slice_A
TXN3442,11,Low,AES,0,Slice_C
TXN2288,9,Medium,RSA,1,Slice_B
TXN1379,28,Low,RSA,0,Slice_C
TXN8865,25,Low,AES,0,Slice_C
TXN3000,20,Medium,AES,1,Slice_A
TXN8159,28,Medium,RSA,1,Slice_A
TXN2407,18,Low,RSA,0,Slice_A
TXN1996,17,Medium,RSA,1,Slice_C
TXN3274,12,Low,RSA,0,Slice_A
TXN1444,6,High,TDKE,1,Slice_A
TXN4636,5,Low,RSA,0,Slice_B
TXN1050,29,Medium,AES,1,Slice_A
TXN3842,18,Medium,AES,1,Slice_B
TXN1699,5,High,TDKE,1,Slice_A
TXN4458,27,Medium,RSA,1,Slice_B
TXN8040,27,Medium,AES,1,Slice_A
TXN7479,10,High,TDKE,1,Slice_A
TXN8991,22,Medium,AES,1,Slice_C
TXN1809,6,Medium,AES,1,Slice_C
TXN1066,6,Low,AES,0,Slice_B
TXN4277,27,Low,RSA,0,Slice_C
TXN2032,11,Low,AES,0,Slice_A
TXN3795,16,High,TDKE,1,Slice_B
TXN5507,27,Low,AES,0,Slice_A
TXN7829,26,Medium,AES,1,Slice_C
TXN5392,13,Low,AES,0,Slice_C
TXN8101,25,Low,RSA,0,Slice_C
TXN2692,14,Medium,RSA,1,Slice_B
TXN5716,22,High,TDKE,1,Slice_C
TXN3532,28,Low,AES,0,Slice_B
TXN9793,18,Low,AES,0,Slice_C
TXN8013,6,High,TDKE,1,Slice_C
TXN5506,8,Medium,RSA,1,Slice_A
TXN8997,21,Medium,RSA,1,Slice_A
TXN8629,18,Medium,RSA,1,Slice_B
TXN9702,7,High,TDKE,1,Slice_A
TXN5930,21,Medium,AES,1,Slice_C
TXN6680,22,High,TDKE,1,Slice_A
TXN7662,16,Low,AES,0,Slice_A
TXN5501,23,High,TDKE,1,Slice_C
TXN5341,25,High,TDKE,1,Slice_C
TXN5526,9,Medium,RSA,1,Slice_A
TXN3953,8,Medium,RSA,1,Slice_C
TXN7364,21,Medium,RSA,1,Slice_C
TXN3274,21,Low,AES,0,Slice_B
TXN5009,19,Medium,AES,1,Slice_C
TXN7154,8,Low,RSA,0,Slice_C
TXN8665,13,Low,AES,0,Slice_C
TXN4997,11,Low,RSA,0,Slice_A
TXN9621,5,High,TDKE,1,Slice_B
TXN9175,10,Medium,AES,1,Slice_B
TXN5114,16,Low,RSA,0,Slice_B
TXN7174,20,High,TDKE,1,Slice_C
TXN2690,12,Low,RSA,0,Slice_A
TXN6250,13,Low,AES,0,Slice_B
TXN4614,24,Medium,AES,1,Slice_A
TXN3787,7,Medium,AES,1,Slice_A
TXN1150,5,Medium,AES,1,Slice_C
TXN6045,22,High,TDKE,1,Slice_B
TXN6197,28,Low,AES,0,Slice_A
TXN7503,9,Medium,AES,1,Slice_B
TXN5468,20,Medium,AES,1,Slice_C
TXN6181,6,High,TDKE,1,Slice_C
TXN7282,18,Medium,RSA,1,Slice_B
TXN2988,12,Medium,RSA,1,Slice_B
TXN6919,14,Low,AES,0,Slice_A
TXN4103,10,Medium,AES,1,Slice_B
TXN3215,17,High,TDKE,1,Slice_C
TXN2333,23,High,TDKE,1,Slice_C
TXN8650,19,Low,AES,0,Slice_B
TXN2618,7,High,TDKE,1,Slice_C
TXN5127,22,Medium,RSA,1,Slice_C
TXN1848,8,High,TDKE,1,Slice_A
TXN5911,10,Low,RSA,0,Slice_A
TXN7538,5,Medium,RSA,1,Slice_B
TXN1088,8,Low,RSA,0,Slice_A
TXN6970,7,High,TDKE,1,Slice_A
TXN3889,12,Medium,RSA,1,Slice_B
TXN6861,24,Low,AES,0,Slice_C
TXN5651,8,Medium,RSA,1,Slice_B
TXN5550,18,High,TDKE,1,Slice_A
TXN1192,15,Low,AES,0,Slice_A
TXN7829,27,Low,RSA,0,Slice_B
TXN1318,11,Medium,AES,1,Slice_B
TXN8862,7,High,TDKE,1,Slice_C
TXN5026,14,High,TDKE,1,Slice_C
TXN2962,11,Medium,RSA,1,Slice_A
TXN7844,13,Medium,RSA,1,Slice_A
TXN5220,22,Medium,AES,1,Slice_C
TXN3635,30,Medium,AES,1,Slice_A
TXN6138,16,High,TDKE,1,Slice_B
TXN2893,15,Low,RSA,0,Slice_B
TXN3480,14,Medium,AES,1,Slice_C
TXN1610,25,Low,RSA,0,Slice_A
TXN8145,22,Low,RSA,0,Slice_B
TXN8505,27,Low,RSA,0,Slice_C
TXN8936,17,High,TDKE,1,Slice_B
TXN4283,10,Medium,RSA,1,Slice_A
TXN6727,23,Low,AES,0,Slice_C
TXN1162,26,High,TDKE,1,Slice_A
TXN2673,29,Low,AES,0,Slice_B
TXN4480,7,Low,RSA,0,Slice_A
TXN8966,29,Low,AES,0,Slice_C
TXN3808,24,Low,RSA,0,Slice_B
TXN3438,9,High,TDKE,1,Slice_B
TXN4356,6,High,TDKE,1,Slice_C
TXN9996,21,High,TDKE,1,Slice_A
TXN8638,14,High,TDKE,1,Slice_B
TXN5633,9,High,TDKE,1,Slice_B
TXN4430,27,Low,RSA,0,Slice_B
TXN7394,14,Medium,AES,1,Slice_B
TXN9635,28,Medium,RSA,1,Slice_B
TXN1649,28,Medium,AES,1,Slice_B
TXN8723,15,Medium,AES,1,Slice_B
TXN2406,23,Low,RSA,0,Slice_C
TXN3446,8,High,TDKE,1,Slice_C
TXN1695,16,Low,RSA,0,Slice_C
TXN2403,23,Low,AES,0,Slice_A
TXN8104,13,Medium,RSA,1,Slice_A
TXN5496,17,High,TDKE,1,Slice_B
TXN1854,6,Low,AES,0,Slice_C
TXN9752,5,Low,RSA,0,Slice_B
TXN1332,19,High,TDKE,1,Slice_A
TXN3149,17,High,TDKE,1,Slice_A
TXN6692,22,Low,AES,0,Slice_C
TXN4549,12,High,TDKE,1,Slice_A
TXN9307,19,High,TDKE,1,Slice_B
TXN3103,14,Low,AES,0,Slice_A
TXN3915,8,Low,AES,0,Slice_A
TXN8620,9,Medium,AES,1,Slice_B
TXN1601,16,Medium,AES,1,Slice_A
TXN4307,15,High,TDKE,1,Slice_C
TXN2812,23,Low,AES,0,Slice_A
TXN8813,21,Low,RSA,0,Slice_A
TXN3382,22,High,TDKE,1,Slice_B
TXN2219,20,High,TDKE,1,Slice_A
TXN2513,21,High,TDKE,1,Slice_B
TXN9827,10,High,TDKE,1,Slice_C
TXN3997,30,High,TDKE,1,Slice_C
TXN5249,14,High,TDKE,1,Slice_A
TXN2529,27,Medium,RSA,1,Slice_A
TXN5524,24,High,TDKE,1,Slice_A
TXN8643,22,Low,RSA,0,Slice_C
TXN1862,28,High,TDKE,1,Slice_B
TXN8558,28,High,TDKE,1,Slice_B
TXN9405,18,Medium,RSA,1,Slice_A
TXN5714,14,Medium,AES,1,Slice_B
TXN7017,21,Medium,AES,1,Slice_C
TXN2468,18,High,TDKE,1,Slice_A
TXN3693,30,High,TDKE,1,Slice_B
TXN9900,14,High,TDKE,1,Slice_A
TXN9692,5,Low,RSA,0,Slice_B
TXN6704,15,Low,AES,0,Slice_A
TXN4729,30,Medium,AES,1,Slice_B
TXN6810,7,Medium,AES,1,Slice_A
TXN9854,24,Low,RSA,0,Slice_A
TXN7671,30,Low,AES,0,Slice_B
TXN2538,26,Medium,AES,1,Slice_C
TXN7428,23,High,TDKE,1,Slice_A
TXN6028,5,Medium,RSA,1,Slice_C
TXN6441,23,Medium,RSA,1,Slice_A
TXN2980,27,Medium,RSA,1,Slice_C
TXN8610,29,Medium,AES,1,Slice_B
TXN2805,15,Medium,RSA,1,Slice_B
TXN9406,25,Medium,AES,1,Slice_A
TXN5922,25,Medium,AES,1,Slice_A
TXN8613,27,High,TDKE,1,Slice_B
TXN7888,18,Low,RSA,0,Slice_A
TXN4171,19,Medium,RSA,1,Slice_B
TXN4385,29,Low,RSA,0,Slice_C
TXN2503,18,Low,AES,0,Slice_A
TXN2908,6,Low,RSA,0,Slice_C
TXN1533,23,High,TDKE,1,Slice_B
TXN1293,22,High,TDKE,1,Slice_B
TXN5441,16,High,TDKE,1,Slice_A
TXN9165,12,Medium,AES,1,Slice_A
TXN7357,24,Medium,AES,1,Slice_B
TXN3817,19,Low,RSA,0,Slice_B
TXN5168,16,High,TDKE,1,Slice_A
TXN7831,5,Medium,RSA,1,Slice_B
TXN9343,14,High,TDKE,1,Slice_C
TXN8553,6,Medium,AES,1,Slice_C
TXN9027,27,Medium,AES,1,Slice_C
TXN5729,23,Medium,RSA,1,Slice_A
TXN3245,7,Medium,RSA,1,Slice_B
TXN9283,24,Medium,AES,1,Slice_A
TXN9873,15,Low,RSA,0,Slice_B
TXN9911,21,Low,AES,0,Slice_B
TXN2783,21,Low,RSA,0,Slice_C
TXN6376,19,Low,RSA,0,Slice_C
TXN5918,19,Low,RSA,0,Slice_C
TXN2770,29,Low,AES,0,Slice_B
TXN5258,22,Medium,AES,1,Slice_A
TXN8030,24,Low,RSA,0,Slice_A
TXN4810,17,High,TDKE,1,Slice_B
TXN8019,20,Low,AES,0,Slice_B
TXN5207,28,High,TDKE,1,Slice_C
TXN5335,12,Low,AES,0,Slice_A
TXN5581,9,Medium,AES,1,Slice_B
TXN1709,10,Low,AES,0,Slice_B
TXN8226,17,Medium,AES,1,Slice_B
TXN5889,5,High,TDKE,1,Slice_A
TXN3491,17,High,TDKE,1,Slice_A
TXN2992,24,High,TDKE,1,Slice_C
TXN6044,12,Low,RSA,0,Slice_B
TXN6057,25,Medium,AES,1,Slice_C
TXN5809,16,Low,AES,0,Slice_A
TXN3728,25,Medium,AES,1,Slice_A
TXN7773,8,Low,AES,0,Slice_C
TXN1655,18,Medium,AES,1,Slice_A
TXN6334,25,Low,AES,0,Slice_B
TXN2603,22,High,TDKE,1,Slice_B
TXN2917,5,High,TDKE,1,Slice_C
TXN6493,8,Medium,AES,1,Slice_C
TXN8501,7,High,TDKE,1,Slice_A
TXN9451,8,Medium,AES,1,Slice_C
TXN7063,9,Medium,AES,1,Slice_B
TXN5925,17,Medium,RSA,1,Slice_C
TXN5592,5,Low,RSA,0,Slice_C
